batchName,instrumentName,compoundName,calibrationSlope,calibrationIntercept,calibrationR2,batchPassed,reviewerName,batchCollectedTimestamp,reviewStartTimestamp,reviewCompleteTimestamp
b727948,sleepy,morphine,0.006499715,-3.26093E-05,0.985643053,TRUE,Dave,2017-10-09 00:27:34,2017-10-09 12:39:28,2017-10-09 12:58:00
b727948,sleepy,hydromorphone,0.007292478,-2.96077E-05,0.986928921,TRUE,Dave,2017-10-09 00:27:34,2017-10-09 12:39:28,2017-10-09 12:58:00
b727948,sleepy,oxymorphone,0.001274166,-3.69174E-06,0.984853465,TRUE,Dave,2017-10-09 00:27:34,2017-10-09 12:39:28,2017-10-09 12:58:00
b727948,sleepy,codeine,0.011433074,-4.73374E-06,0.999363552,TRUE,Dave,2017-10-09 00:27:34,2017-10-09 12:39:28,2017-10-09 12:58:00
b727948,sleepy,hydrocodone,0.007153944,1.10041E-05,0.995872063,TRUE,Dave,2017-10-09 00:27:34,2017-10-09 12:39:28,2017-10-09 12:58:00
b727948,sleepy,oxycodone,0.006717157,4.7017E-05,0.988589281,TRUE,Dave,2017-10-09 00:27:34,2017-10-09 12:39:28,2017-10-09 12:58:00
b895720,bashful,morphine,0.007492033,-4.64369E-05,0.99201122,TRUE,Charles,2017-10-09 01:05:33,2017-10-09 12:10:18,2017-10-09 12:48:37
b895720,bashful,hydromorphone,0.007361434,-1.71822E-05,0.994458277,TRUE,Charles,2017-10-09 01:05:33,2017-10-09 12:10:18,2017-10-09 12:48:37
b895720,bashful,oxymorphone,0.006506579,7.48152E-06,0.989630293,TRUE,Charles,2017-10-09 01:05:33,2017-10-09 12:10:18,2017-10-09 12:48:37
b895720,bashful,codeine,0.011759108,-4.65479E-05,0.987450654,TRUE,Charles,2017-10-09 01:05:33,2017-10-09 12:10:18,2017-10-09 12:48:37
b895720,bashful,hydrocodone,0.007116866,3.67523E-05,0.99514732,TRUE,Charles,2017-10-09 01:05:33,2017-10-09 12:10:18,2017-10-09 12:48:37
b895720,bashful,oxycodone,0.006679341,1.19285E-05,0.987333265,TRUE,Charles,2017-10-09 01:05:33,2017-10-09 12:10:18,2017-10-09 12:48:37
b569842,dopey,morphine,0.007701456,1.1562E-05,0.996171434,TRUE,Brad,2017-10-08 22:31:03,2017-10-09 11:00:52,2017-10-09 11:35:30
b569842,dopey,hydromorphone,0.006558864,-6.48217E-05,0.981010366,TRUE,Brad,2017-10-08 22:31:03,2017-10-09 11:00:52,2017-10-09 11:35:30
b569842,dopey,oxymorphone,0.006627102,-6.81787E-06,0.989635649,TRUE,Brad,2017-10-08 22:31:03,2017-10-09 11:00:52,2017-10-09 11:35:30
b569842,dopey,codeine,0.01158734,-1.88789E-05,0.990515043,TRUE,Brad,2017-10-08 22:31:03,2017-10-09 11:00:52,2017-10-09 11:35:30
b569842,dopey,hydrocodone,0.006498664,8.99916E-06,0.995292321,TRUE,Brad,2017-10-08 22:31:03,2017-10-09 11:00:52,2017-10-09 11:35:30
b569842,dopey,oxycodone,0.006770894,-2.21776E-05,0.998407985,TRUE,Brad,2017-10-08 22:31:03,2017-10-09 11:00:52,2017-10-09 11:35:30
b390377,bashful,morphine,0.006914372,-1.37919E-05,0.998361253,TRUE,Dave,2017-10-09 01:11:10,2017-10-09 11:08:50,2017-10-09 11:28:52
b390377,bashful,hydromorphone,0.007185609,-7.77762E-07,0.995070655,TRUE,Dave,2017-10-09 01:11:10,2017-10-09 11:08:50,2017-10-09 11:28:52
b390377,bashful,oxymorphone,0.00754574,3.25041E-05,0.991763951,TRUE,Dave,2017-10-09 01:11:10,2017-10-09 11:08:50,2017-10-09 11:28:52
b390377,bashful,codeine,0.012305622,-3.21167E-05,0.993140769,TRUE,Dave,2017-10-09 01:11:10,2017-10-09 11:08:50,2017-10-09 11:28:52
b390377,bashful,hydrocodone,0.00697884,1.79578E-05,0.991694724,TRUE,Dave,2017-10-09 01:11:10,2017-10-09 11:08:50,2017-10-09 11:28:52
b390377,bashful,oxycodone,0.007014344,-1.25417E-05,0.986205078,TRUE,Dave,2017-10-09 01:11:10,2017-10-09 11:08:50,2017-10-09 11:28:52
