batchName,instrumentName,compoundName,calibrationSlope,calibrationIntercept,calibrationR2,batchPassed,reviewerName,batchCollectedTimestamp,reviewStartTimestamp,reviewCompleteTimestamp
b554648,doc,morphine,0.007291617,1.18581E-06,0.994895994,TRUE,Brad,2017-12-08 20:29:29,2017-12-09 12:41:15,2017-12-09 13:24:38
b554648,doc,hydromorphone,0.008253603,-4.131E-05,0.983629473,TRUE,Brad,2017-12-08 20:29:29,2017-12-09 12:41:15,2017-12-09 13:24:38
b554648,doc,oxymorphone,0.007956438,-2.14428E-05,0.983102382,TRUE,Brad,2017-12-08 20:29:29,2017-12-09 12:41:15,2017-12-09 13:24:38
b554648,doc,codeine,0.007029113,-3.18662E-05,0.989927571,TRUE,Brad,2017-12-08 20:29:29,2017-12-09 12:41:15,2017-12-09 13:24:38
b554648,doc,hydrocodone,0.007546838,5.87524E-06,0.980255506,TRUE,Brad,2017-12-08 20:29:29,2017-12-09 12:41:15,2017-12-09 13:24:38
b554648,doc,oxycodone,0.008883864,6.97663E-05,0.986169329,TRUE,Brad,2017-12-08 20:29:29,2017-12-09 12:41:15,2017-12-09 13:24:38
b277086,doc,morphine,0.007981272,-2.19336E-05,0.984407099,TRUE,Brad,2017-12-09 01:06:33,2017-12-09 12:28:41,2017-12-09 12:44:16
b277086,doc,hydromorphone,0.007029588,-5.0286E-06,0.989908727,TRUE,Brad,2017-12-09 01:06:33,2017-12-09 12:28:41,2017-12-09 12:44:16
b277086,doc,oxymorphone,0.007731693,-6.37575E-05,0.98589547,TRUE,Brad,2017-12-09 01:06:33,2017-12-09 12:28:41,2017-12-09 12:44:16
b277086,doc,codeine,0.007884985,-3.82876E-05,0.988033048,TRUE,Brad,2017-12-09 01:06:33,2017-12-09 12:28:41,2017-12-09 12:44:16
b277086,doc,hydrocodone,0.008972056,-2.74034E-06,0.994383966,TRUE,Brad,2017-12-09 01:06:33,2017-12-09 12:28:41,2017-12-09 12:44:16
b277086,doc,oxycodone,0.008261775,-5.1506E-05,0.988083056,TRUE,Brad,2017-12-09 01:06:33,2017-12-09 12:28:41,2017-12-09 12:44:16
b861834,grumpy,morphine,0.007289727,2.14125E-05,0.983388229,TRUE,Charles,2017-12-09 01:41:05,2017-12-09 10:19:31,2017-12-09 11:02:10
b861834,grumpy,hydromorphone,0.006912459,-6.75829E-05,0.982494962,TRUE,Charles,2017-12-09 01:41:05,2017-12-09 10:19:31,2017-12-09 11:02:10
b861834,grumpy,oxymorphone,0.007372395,1.85505E-05,0.994500221,TRUE,Charles,2017-12-09 01:41:05,2017-12-09 10:19:31,2017-12-09 11:02:10
b861834,grumpy,codeine,0.006794656,1.78321E-05,0.989788943,TRUE,Charles,2017-12-09 01:41:05,2017-12-09 10:19:31,2017-12-09 11:02:10
b861834,grumpy,hydrocodone,0.006979519,-7.51329E-06,0.98627934,TRUE,Charles,2017-12-09 01:41:05,2017-12-09 10:19:31,2017-12-09 11:02:10
b861834,grumpy,oxycodone,0.007172463,1.76647E-05,0.997598095,TRUE,Charles,2017-12-09 01:41:05,2017-12-09 10:19:31,2017-12-09 11:02:10
b413065,grumpy,morphine,0.007547159,-1.56442E-05,0.992348614,TRUE,Charles,2017-12-08 20:54:03,2017-12-09 10:29:49,2017-12-09 10:49:11
b413065,grumpy,hydromorphone,0.006491181,-2.01309E-05,0.990701216,TRUE,Charles,2017-12-08 20:54:03,2017-12-09 10:29:49,2017-12-09 10:49:11
b413065,grumpy,oxymorphone,0.006929369,-2.7645E-05,0.993069833,TRUE,Charles,2017-12-08 20:54:03,2017-12-09 10:29:49,2017-12-09 10:49:11
b413065,grumpy,codeine,0.007143995,-1.10124E-05,0.992451728,TRUE,Charles,2017-12-08 20:54:03,2017-12-09 10:29:49,2017-12-09 10:49:11
b413065,grumpy,hydrocodone,0.007305222,-7.12999E-05,0.988312981,TRUE,Charles,2017-12-08 20:54:03,2017-12-09 10:29:49,2017-12-09 10:49:11
b413065,grumpy,oxycodone,0.007076748,-2.80253E-05,0.987035777,TRUE,Charles,2017-12-08 20:54:03,2017-12-09 10:29:49,2017-12-09 10:49:11
b789102,happy,morphine,0.007278604,2.36787E-05,0.998301192,TRUE,Xavier,2017-12-08 21:50:48,2017-12-09 09:59:51,2017-12-09 10:33:40
b789102,happy,hydromorphone,0.007567602,-4.93486E-05,0.989291455,TRUE,Xavier,2017-12-08 21:50:48,2017-12-09 09:59:51,2017-12-09 10:33:40
b789102,happy,oxymorphone,0.007311201,-4.44531E-05,0.994468581,TRUE,Xavier,2017-12-08 21:50:48,2017-12-09 09:59:51,2017-12-09 10:33:40
b789102,happy,codeine,0.007202136,1.46111E-05,0.989836563,TRUE,Xavier,2017-12-08 21:50:48,2017-12-09 09:59:51,2017-12-09 10:33:40
b789102,happy,hydrocodone,0.007215485,2.32445E-05,0.989133158,TRUE,Xavier,2017-12-08 21:50:48,2017-12-09 09:59:51,2017-12-09 10:33:40
b789102,happy,oxycodone,0.006963451,-4.78076E-05,0.989187534,TRUE,Xavier,2017-12-08 21:50:48,2017-12-09 09:59:51,2017-12-09 10:33:40
