batchName,instrumentName,compoundName,calibrationSlope,calibrationIntercept,calibrationR2,batchPassed,reviewerName,batchCollectedTimestamp,reviewStartTimestamp,reviewCompleteTimestamp
b787617,dopey,morphine,0.006412871,0,1,TRUE,Dave,2017-05-09 22:32:25,2017-05-10 11:00:07,2017-05-10 11:23:30
b787617,dopey,hydromorphone,0.006074388,0,1,TRUE,Dave,2017-05-09 22:32:25,2017-05-10 11:00:07,2017-05-10 11:23:30
b787617,dopey,oxymorphone,0.00831793,0,1,TRUE,Dave,2017-05-09 22:32:25,2017-05-10 11:00:07,2017-05-10 11:23:30
b787617,dopey,codeine,0.008011027,0,1,TRUE,Dave,2017-05-09 22:32:25,2017-05-10 11:00:07,2017-05-10 11:23:30
b787617,dopey,hydrocodone,0.005345772,0,1,TRUE,Dave,2017-05-09 22:32:25,2017-05-10 11:00:07,2017-05-10 11:23:30
b787617,dopey,oxycodone,0.007439592,1.69406E-21,1,TRUE,Dave,2017-05-09 22:32:25,2017-05-10 11:00:07,2017-05-10 11:23:30
b309629,sneezy,morphine,0.006497093,0,1,TRUE,Dave,2017-05-10 01:45:22,2017-05-10 11:42:30,2017-05-10 12:01:14
b309629,sneezy,hydromorphone,0.007559597,1.69406E-21,1,TRUE,Dave,2017-05-10 01:45:22,2017-05-10 11:42:30,2017-05-10 12:01:14
b309629,sneezy,oxymorphone,0.007168096,1.69406E-21,1,TRUE,Dave,2017-05-10 01:45:22,2017-05-10 11:42:30,2017-05-10 12:01:14
b309629,sneezy,codeine,0.007501987,0,1,TRUE,Dave,2017-05-10 01:45:22,2017-05-10 11:42:30,2017-05-10 12:01:14
b309629,sneezy,hydrocodone,0.009127749,3.38813E-21,1,TRUE,Dave,2017-05-10 01:45:22,2017-05-10 11:42:30,2017-05-10 12:01:14
b309629,sneezy,oxycodone,0.006838506,0,1,TRUE,Dave,2017-05-10 01:45:22,2017-05-10 11:42:30,2017-05-10 12:01:14
b544623,sleepy,morphine,0.007453197,-1.6611E-05,0.995373746,TRUE,Alice,2017-05-09 21:42:09,2017-05-10 11:03:37,2017-05-10 11:43:23
b544623,sleepy,hydromorphone,0.006915577,-2.71773E-05,0.993355842,TRUE,Alice,2017-05-09 21:42:09,2017-05-10 11:03:37,2017-05-10 11:43:23
b544623,sleepy,oxymorphone,0.006789139,4.77255E-05,0.991665016,TRUE,Alice,2017-05-09 21:42:09,2017-05-10 11:03:37,2017-05-10 11:43:23
b544623,sleepy,codeine,0.00712341,3.25582E-05,0.992177343,TRUE,Alice,2017-05-09 21:42:09,2017-05-10 11:03:37,2017-05-10 11:43:23
b544623,sleepy,hydrocodone,0.006773758,1.57149E-05,0.992751566,TRUE,Alice,2017-05-09 21:42:09,2017-05-10 11:03:37,2017-05-10 11:43:23
b544623,sleepy,oxycodone,0.00657967,7.42278E-06,0.997646296,TRUE,Alice,2017-05-09 21:42:09,2017-05-10 11:03:37,2017-05-10 11:43:23
b579542,sneezy,morphine,0.006910507,-3.42822E-05,0.997240998,TRUE,Elizabeth,2017-05-09 20:11:02,2017-05-10 12:45:27,2017-05-10 13:03:04
b579542,sneezy,hydromorphone,0.006696876,7.24207E-06,0.993223353,TRUE,Elizabeth,2017-05-09 20:11:02,2017-05-10 12:45:27,2017-05-10 13:03:04
b579542,sneezy,oxymorphone,0.00651806,-1.4161E-06,0.984697937,TRUE,Elizabeth,2017-05-09 20:11:02,2017-05-10 12:45:27,2017-05-10 13:03:04
b579542,sneezy,codeine,0.007024684,-3.16888E-05,0.980947988,TRUE,Elizabeth,2017-05-09 20:11:02,2017-05-10 12:45:27,2017-05-10 13:03:04
b579542,sneezy,hydrocodone,0.006500282,-3.23001E-05,0.984688981,TRUE,Elizabeth,2017-05-09 20:11:02,2017-05-10 12:45:27,2017-05-10 13:03:04
b579542,sneezy,oxycodone,0.006190277,-5.58849E-05,0.985348103,TRUE,Elizabeth,2017-05-09 20:11:02,2017-05-10 12:45:27,2017-05-10 13:03:04
b178943,dopey,morphine,0.008048329,-2.00591E-05,0.989966353,TRUE,Frank,2017-05-10 01:28:51,2017-05-10 13:23:25,2017-05-10 13:45:46
b178943,dopey,hydromorphone,0.007430295,-4.02348E-05,0.98483907,TRUE,Frank,2017-05-10 01:28:51,2017-05-10 13:23:25,2017-05-10 13:45:46
b178943,dopey,oxymorphone,0.006767221,6.12457E-05,0.989787477,TRUE,Frank,2017-05-10 01:28:51,2017-05-10 13:23:25,2017-05-10 13:45:46
b178943,dopey,codeine,0.007034325,-1.62297E-06,0.997237115,TRUE,Frank,2017-05-10 01:28:51,2017-05-10 13:23:25,2017-05-10 13:45:46
b178943,dopey,hydrocodone,0.006787382,9.12923E-06,0.981768785,TRUE,Frank,2017-05-10 01:28:51,2017-05-10 13:23:25,2017-05-10 13:45:46
b178943,dopey,oxycodone,0.007525241,1.72922E-05,0.997284136,TRUE,Frank,2017-05-10 01:28:51,2017-05-10 13:23:25,2017-05-10 13:45:46
b486978,grumpy,morphine,0.007312461,-7.4506E-05,0.984037907,TRUE,Brad,2017-05-09 22:23:51,2017-05-10 11:30:27,2017-05-10 12:14:59
b486978,grumpy,hydromorphone,0.006894582,-2.09022E-05,0.997139714,TRUE,Brad,2017-05-09 22:23:51,2017-05-10 11:30:27,2017-05-10 12:14:59
b486978,grumpy,oxymorphone,0.007451758,-1.79926E-05,0.992200747,TRUE,Brad,2017-05-09 22:23:51,2017-05-10 11:30:27,2017-05-10 12:14:59
b486978,grumpy,codeine,0.007241085,-1.14943E-05,0.996381027,TRUE,Brad,2017-05-09 22:23:51,2017-05-10 11:30:27,2017-05-10 12:14:59
b486978,grumpy,hydrocodone,0.006740636,-1.96658E-05,0.988715642,TRUE,Brad,2017-05-09 22:23:51,2017-05-10 11:30:27,2017-05-10 12:14:59
b486978,grumpy,oxycodone,0.007348756,-2.62816E-05,0.987793826,TRUE,Brad,2017-05-09 22:23:51,2017-05-10 11:30:27,2017-05-10 12:14:59
b831272,bashful,morphine,0.006847581,-4.22291E-05,0.987914498,TRUE,Frank,2017-05-10 00:28:35,2017-05-10 13:47:27,2017-05-10 14:23:21
b831272,bashful,hydromorphone,0.006815401,1.4828E-05,0.993888282,TRUE,Frank,2017-05-10 00:28:35,2017-05-10 13:47:27,2017-05-10 14:23:21
b831272,bashful,oxymorphone,0.007147647,5.26287E-05,0.9915735,TRUE,Frank,2017-05-10 00:28:35,2017-05-10 13:47:27,2017-05-10 14:23:21
b831272,bashful,codeine,0.006837831,3.18527E-05,0.996776264,TRUE,Frank,2017-05-10 00:28:35,2017-05-10 13:47:27,2017-05-10 14:23:21
b831272,bashful,hydrocodone,0.006708741,1.07221E-05,0.995349373,TRUE,Frank,2017-05-10 00:28:35,2017-05-10 13:47:27,2017-05-10 14:23:21
b831272,bashful,oxycodone,0.00740355,-5.9369E-05,0.981466391,TRUE,Frank,2017-05-10 00:28:35,2017-05-10 13:47:27,2017-05-10 14:23:21
b530217,happy,morphine,0.006840144,2.18213E-05,0.993636449,TRUE,Brad,2017-05-09 23:03:37,2017-05-10 10:59:13,2017-05-10 11:24:59
b530217,happy,hydromorphone,0.006915784,-1.47141E-05,0.996984007,TRUE,Brad,2017-05-09 23:03:37,2017-05-10 10:59:13,2017-05-10 11:24:59
b530217,happy,oxymorphone,0.006639205,1.13584E-05,0.982802164,TRUE,Brad,2017-05-09 23:03:37,2017-05-10 10:59:13,2017-05-10 11:24:59
b530217,happy,codeine,0.007116446,7.06227E-05,0.986010867,TRUE,Brad,2017-05-09 23:03:37,2017-05-10 10:59:13,2017-05-10 11:24:59
b530217,happy,hydrocodone,0.006850429,-1.35689E-05,0.996662204,TRUE,Brad,2017-05-09 23:03:37,2017-05-10 10:59:13,2017-05-10 11:24:59
b530217,happy,oxycodone,0.00702768,2.94873E-05,0.992408068,TRUE,Brad,2017-05-09 23:03:37,2017-05-10 10:59:13,2017-05-10 11:24:59
b758447,grumpy,morphine,0.006503468,-3.39934E-05,0.990972878,TRUE,Brad,2017-05-09 23:52:07,2017-05-10 13:36:57,2017-05-10 13:58:08
b758447,grumpy,hydromorphone,0.006693395,2.84451E-05,0.981951923,TRUE,Brad,2017-05-09 23:52:07,2017-05-10 13:36:57,2017-05-10 13:58:08
b758447,grumpy,oxymorphone,0.00702248,-2.84141E-06,0.993454289,TRUE,Brad,2017-05-09 23:52:07,2017-05-10 13:36:57,2017-05-10 13:58:08
b758447,grumpy,codeine,0.007190875,6.43827E-05,0.986823766,TRUE,Brad,2017-05-09 23:52:07,2017-05-10 13:36:57,2017-05-10 13:58:08
b758447,grumpy,hydrocodone,0.006855866,-5.33671E-05,0.984941083,TRUE,Brad,2017-05-09 23:52:07,2017-05-10 13:36:57,2017-05-10 13:58:08
b758447,grumpy,oxycodone,0.006687424,-4.35346E-07,0.99585762,TRUE,Brad,2017-05-09 23:52:07,2017-05-10 13:36:57,2017-05-10 13:58:08
