batchName,instrumentName,compoundName,calibrationSlope,calibrationIntercept,calibrationR2,batchPassed,reviewerName,batchCollectedTimestamp,reviewStartTimestamp,reviewCompleteTimestamp
b380117,happy,morphine,0.006808605,4.60219E-05,0.989643369,TRUE,Brad,2017-04-08 20:41:59,2017-04-09 13:56:02,2017-04-09 14:18:13
b380117,happy,hydromorphone,0.006591365,-3.68359E-05,0.990422814,TRUE,Brad,2017-04-08 20:41:59,2017-04-09 13:56:02,2017-04-09 14:18:13
b380117,happy,oxymorphone,0.006336569,3.9557E-05,0.983765128,TRUE,Brad,2017-04-08 20:41:59,2017-04-09 13:56:02,2017-04-09 14:18:13
b380117,happy,codeine,0.006909709,-4.01306E-05,0.984741737,TRUE,Brad,2017-04-08 20:41:59,2017-04-09 13:56:02,2017-04-09 14:18:13
b380117,happy,hydrocodone,0.006966343,2.32862E-05,0.992722383,TRUE,Brad,2017-04-08 20:41:59,2017-04-09 13:56:02,2017-04-09 14:18:13
b380117,happy,oxycodone,0.006722322,-2.02491E-05,0.988628539,TRUE,Brad,2017-04-08 20:41:59,2017-04-09 13:56:02,2017-04-09 14:18:13
b680295,bashful,morphine,0.006794539,-1.88909E-05,0.988888313,TRUE,Charles,2017-04-09 01:32:23,2017-04-09 13:11:35,2017-04-09 13:42:34
b680295,bashful,hydromorphone,0.007199948,2.85579E-05,0.997430808,TRUE,Charles,2017-04-09 01:32:23,2017-04-09 13:11:35,2017-04-09 13:42:34
b680295,bashful,oxymorphone,0.006631806,4.39045E-05,0.986702568,TRUE,Charles,2017-04-09 01:32:23,2017-04-09 13:11:35,2017-04-09 13:42:34
b680295,bashful,codeine,0.00701549,6.86288E-05,0.986639074,TRUE,Charles,2017-04-09 01:32:23,2017-04-09 13:11:35,2017-04-09 13:42:34
b680295,bashful,hydrocodone,0.006829458,-4.83639E-05,0.981589675,TRUE,Charles,2017-04-09 01:32:23,2017-04-09 13:11:35,2017-04-09 13:42:34
b680295,bashful,oxycodone,0.006937865,-5.77331E-06,0.992713953,TRUE,Charles,2017-04-09 01:32:23,2017-04-09 13:11:35,2017-04-09 13:42:34
b819158,sleepy,morphine,0.007275574,5.66942E-05,0.984573446,TRUE,Yolanda,2017-04-08 20:36:14,2017-04-09 10:58:58,2017-04-09 11:15:32
b819158,sleepy,hydromorphone,0.006787232,9.05268E-06,0.994694496,TRUE,Yolanda,2017-04-08 20:36:14,2017-04-09 10:58:58,2017-04-09 11:15:32
b819158,sleepy,oxymorphone,0.006948409,-4.03854E-05,0.986066699,TRUE,Yolanda,2017-04-08 20:36:14,2017-04-09 10:58:58,2017-04-09 11:15:32
b819158,sleepy,codeine,0.006695067,1.66163E-07,0.988476936,TRUE,Yolanda,2017-04-08 20:36:14,2017-04-09 10:58:58,2017-04-09 11:15:32
b819158,sleepy,hydrocodone,0.006974581,-3.53905E-05,0.994160625,TRUE,Yolanda,2017-04-08 20:36:14,2017-04-09 10:58:58,2017-04-09 11:15:32
b819158,sleepy,oxycodone,0.006642071,1.34588E-05,0.997310654,TRUE,Yolanda,2017-04-08 20:36:14,2017-04-09 10:58:58,2017-04-09 11:15:32
b329417,happy,morphine,0.007248526,-2.64427E-05,0.992669361,TRUE,Dave,2017-04-08 21:29:37,2017-04-09 13:36:20,2017-04-09 14:20:08
b329417,happy,hydromorphone,0.007163622,-5.58578E-05,0.987196596,TRUE,Dave,2017-04-08 21:29:37,2017-04-09 13:36:20,2017-04-09 14:20:08
b329417,happy,oxymorphone,0.007277868,-2.62814E-05,0.991762799,TRUE,Dave,2017-04-08 21:29:37,2017-04-09 13:36:20,2017-04-09 14:20:08
b329417,happy,codeine,0.006956166,-2.72039E-05,0.992742231,TRUE,Dave,2017-04-08 21:29:37,2017-04-09 13:36:20,2017-04-09 14:20:08
b329417,happy,hydrocodone,0.00706945,-9.10656E-06,0.997616026,TRUE,Dave,2017-04-08 21:29:37,2017-04-09 13:36:20,2017-04-09 14:20:08
b329417,happy,oxycodone,0.006879149,3.10744E-05,0.997175586,TRUE,Dave,2017-04-08 21:29:37,2017-04-09 13:36:20,2017-04-09 14:20:08
b474991,grumpy,morphine,0.007011303,-8.21923E-06,0.986089848,TRUE,Alice,2017-04-09 00:22:05,2017-04-09 09:17:29,2017-04-09 09:35:48
b474991,grumpy,hydromorphone,0.00677878,5.5011E-05,0.987613853,TRUE,Alice,2017-04-09 00:22:05,2017-04-09 09:17:29,2017-04-09 09:35:48
b474991,grumpy,oxymorphone,0.006770146,-5.83558E-05,0.991228326,TRUE,Alice,2017-04-09 00:22:05,2017-04-09 09:17:29,2017-04-09 09:35:48
b474991,grumpy,codeine,0.006840946,-3.92275E-05,0.994933813,TRUE,Alice,2017-04-09 00:22:05,2017-04-09 09:17:29,2017-04-09 09:35:48
b474991,grumpy,hydrocodone,0.006658573,-6.01309E-06,0.990364508,TRUE,Alice,2017-04-09 00:22:05,2017-04-09 09:17:29,2017-04-09 09:35:48
b474991,grumpy,oxycodone,0.007218116,-2.90142E-05,0.994334754,TRUE,Alice,2017-04-09 00:22:05,2017-04-09 09:17:29,2017-04-09 09:35:48
b429008,grumpy,morphine,0.006766819,7.5238E-06,0.992563195,TRUE,Alice,2017-04-08 21:14:19,2017-04-09 10:28:19,2017-04-09 10:50:13
b429008,grumpy,hydromorphone,0.007548147,2.08396E-06,0.996771463,TRUE,Alice,2017-04-08 21:14:19,2017-04-09 10:28:19,2017-04-09 10:50:13
b429008,grumpy,oxymorphone,0.007429806,-2.41311E-05,0.996500312,TRUE,Alice,2017-04-08 21:14:19,2017-04-09 10:28:19,2017-04-09 10:50:13
b429008,grumpy,codeine,0.006841675,4.21643E-05,0.980608293,TRUE,Alice,2017-04-08 21:14:19,2017-04-09 10:28:19,2017-04-09 10:50:13
b429008,grumpy,hydrocodone,0.006508327,-2.82242E-05,0.990800143,TRUE,Alice,2017-04-08 21:14:19,2017-04-09 10:28:19,2017-04-09 10:50:13
b429008,grumpy,oxycodone,0.007071021,2.94877E-05,0.980171522,TRUE,Alice,2017-04-08 21:14:19,2017-04-09 10:28:19,2017-04-09 10:50:13
b329525,sleepy,morphine,0.007239725,4.40427E-05,0.986347814,TRUE,Walter,2017-04-08 22:10:38,2017-04-09 13:26:27,2017-04-09 13:42:46
b329525,sleepy,hydromorphone,0.006906626,1.30945E-06,0.993041849,TRUE,Walter,2017-04-08 22:10:38,2017-04-09 13:26:27,2017-04-09 13:42:46
b329525,sleepy,oxymorphone,0.007311076,5.55462E-05,0.992150047,TRUE,Walter,2017-04-08 22:10:38,2017-04-09 13:26:27,2017-04-09 13:42:46
b329525,sleepy,codeine,0.007274723,2.86542E-05,0.980736954,TRUE,Walter,2017-04-08 22:10:38,2017-04-09 13:26:27,2017-04-09 13:42:46
b329525,sleepy,hydrocodone,0.006833671,1.781E-05,0.993458652,TRUE,Walter,2017-04-08 22:10:38,2017-04-09 13:26:27,2017-04-09 13:42:46
b329525,sleepy,oxycodone,0.007382068,-2.24186E-06,0.993804337,TRUE,Walter,2017-04-08 22:10:38,2017-04-09 13:26:27,2017-04-09 13:42:46
