batchName,instrumentName,compoundName,calibrationSlope,calibrationIntercept,calibrationR2,batchPassed,reviewerName,batchCollectedTimestamp,reviewStartTimestamp,reviewCompleteTimestamp
b306273,sneezy,morphine,0.006126604,3.52152E-05,0.981950749,TRUE,Dave,2017-11-08 20:05:20,2017-11-09 12:52:41,2017-11-09 13:12:08
b306273,sneezy,hydromorphone,0.006239762,6.11455E-05,0.986507964,TRUE,Dave,2017-11-08 20:05:20,2017-11-09 12:52:41,2017-11-09 13:12:08
b306273,sneezy,oxymorphone,0.007284921,-1.91825E-05,0.993518971,TRUE,Dave,2017-11-08 20:05:20,2017-11-09 12:52:41,2017-11-09 13:12:08
b306273,sneezy,codeine,0.012354977,-2.78899E-06,0.993808022,TRUE,Dave,2017-11-08 20:05:20,2017-11-09 12:52:41,2017-11-09 13:12:08
b306273,sneezy,hydrocodone,0.007281262,5.68151E-05,0.992420253,TRUE,Dave,2017-11-08 20:05:20,2017-11-09 12:52:41,2017-11-09 13:12:08
b306273,sneezy,oxycodone,0.007344432,-9.00653E-06,0.980993315,TRUE,Dave,2017-11-08 20:05:20,2017-11-09 12:52:41,2017-11-09 13:12:08
b604788,happy,morphine,0.006933435,-2.49477E-05,0.996155309,TRUE,Dave,2017-11-09 00:33:28,2017-11-09 12:06:13,2017-11-09 12:32:57
b604788,happy,hydromorphone,0.006811484,3.97751E-05,0.991607124,TRUE,Dave,2017-11-09 00:33:28,2017-11-09 12:06:13,2017-11-09 12:32:57
b604788,happy,oxymorphone,0.006769334,-2.567E-05,0.98022254,TRUE,Dave,2017-11-09 00:33:28,2017-11-09 12:06:13,2017-11-09 12:32:57
b604788,happy,codeine,0.011846171,1.48688E-05,0.99164888,TRUE,Dave,2017-11-09 00:33:28,2017-11-09 12:06:13,2017-11-09 12:32:57
b604788,happy,hydrocodone,0.007253706,4.69488E-06,0.996505325,TRUE,Dave,2017-11-09 00:33:28,2017-11-09 12:06:13,2017-11-09 12:32:57
b604788,happy,oxycodone,0.006755996,8.15108E-06,0.998447397,TRUE,Dave,2017-11-09 00:33:28,2017-11-09 12:06:13,2017-11-09 12:32:57
b477313,doc,morphine,0.008212557,8.58324E-05,0.986605708,TRUE,Alice,2017-11-09 01:06:17,2017-11-09 10:38:19,2017-11-09 10:58:11
b477313,doc,hydromorphone,0.007860486,-3.74001E-05,0.991610667,TRUE,Alice,2017-11-09 01:06:17,2017-11-09 10:38:19,2017-11-09 10:58:11
b477313,doc,oxymorphone,0.007972234,4.81273E-05,0.986551289,TRUE,Alice,2017-11-09 01:06:17,2017-11-09 10:38:19,2017-11-09 10:58:11
b477313,doc,codeine,0.012015647,1.75481E-05,0.994133185,TRUE,Alice,2017-11-09 01:06:17,2017-11-09 10:38:19,2017-11-09 10:58:11
b477313,doc,hydrocodone,0.007781831,3.94521E-05,0.989635906,TRUE,Alice,2017-11-09 01:06:17,2017-11-09 10:38:19,2017-11-09 10:58:11
b477313,doc,oxycodone,0.007590262,3.11159E-06,0.990166395,TRUE,Alice,2017-11-09 01:06:17,2017-11-09 10:38:19,2017-11-09 10:58:11
b604606,grumpy,morphine,0.007157087,9.36048E-06,0.98570699,TRUE,Alice,2017-11-08 23:10:15,2017-11-09 13:10:54,2017-11-09 13:53:31
b604606,grumpy,hydromorphone,0.006429862,-3.90494E-06,0.984866842,TRUE,Alice,2017-11-08 23:10:15,2017-11-09 13:10:54,2017-11-09 13:53:31
b604606,grumpy,oxymorphone,0.007065639,-6.69186E-05,0.984693658,TRUE,Alice,2017-11-08 23:10:15,2017-11-09 13:10:54,2017-11-09 13:53:31
b604606,grumpy,codeine,0.011823291,-3.69942E-05,0.989614074,TRUE,Alice,2017-11-08 23:10:15,2017-11-09 13:10:54,2017-11-09 13:53:31
b604606,grumpy,hydrocodone,0.006849615,4.50787E-06,0.996422017,TRUE,Alice,2017-11-08 23:10:15,2017-11-09 13:10:54,2017-11-09 13:53:31
b604606,grumpy,oxycodone,0.007196836,-7.38438E-06,0.993969756,TRUE,Alice,2017-11-08 23:10:15,2017-11-09 13:10:54,2017-11-09 13:53:31
b559464,dopey,morphine,0.007432543,-1.29312E-05,0.994306716,TRUE,Brad,2017-11-09 01:14:45,2017-11-09 10:34:06,2017-11-09 11:15:25
b559464,dopey,hydromorphone,0.006880477,-4.11562E-05,0.98290099,TRUE,Brad,2017-11-09 01:14:45,2017-11-09 10:34:06,2017-11-09 11:15:25
b559464,dopey,oxymorphone,0.006654301,-5.51767E-06,0.984732058,TRUE,Brad,2017-11-09 01:14:45,2017-11-09 10:34:06,2017-11-09 11:15:25
b559464,dopey,codeine,0.011459721,4.80988E-05,0.984403921,TRUE,Brad,2017-11-09 01:14:45,2017-11-09 10:34:06,2017-11-09 11:15:25
