batchName,instrumentName,compoundName,calibrationSlope,calibrationIntercept,calibrationR2,batchPassed,reviewerName,batchCollectedTimestamp,reviewStartTimestamp,reviewCompleteTimestamp
b892244,bashful,morphine,0.006427565,4.25937E-08,0.998170559,TRUE,Alice,2017-06-08 20:23:56,2017-06-09 12:30:38,2017-06-09 13:08:08
b892244,bashful,hydromorphone,0.007011511,3.83242E-05,0.983090642,TRUE,Alice,2017-06-08 20:23:56,2017-06-09 12:30:38,2017-06-09 13:08:08
b892244,bashful,oxymorphone,0.007360622,-3.20122E-05,0.993755565,TRUE,Alice,2017-06-08 20:23:56,2017-06-09 12:30:38,2017-06-09 13:08:08
b892244,bashful,codeine,0.007341077,-1.68921E-05,0.994246506,TRUE,Alice,2017-06-08 20:23:56,2017-06-09 12:30:38,2017-06-09 13:08:08
b892244,bashful,hydrocodone,0.006916037,1.34595E-05,0.982129581,TRUE,Alice,2017-06-08 20:23:56,2017-06-09 12:30:38,2017-06-09 13:08:08
b892244,bashful,oxycodone,0.00733238,-4.44236E-05,0.98811775,TRUE,Alice,2017-06-08 20:23:56,2017-06-09 12:30:38,2017-06-09 13:08:08
b112112,doc,morphine,0.008102931,-6.24807E-05,0.98133784,TRUE,Charles,2017-06-08 20:20:33,2017-06-09 12:28:03,2017-06-09 12:44:53
b112112,doc,hydromorphone,0.007283456,-3.2439E-05,0.990114864,TRUE,Charles,2017-06-08 20:20:33,2017-06-09 12:28:03,2017-06-09 12:44:53
b112112,doc,oxymorphone,0.008254718,5.21948E-05,0.981400625,TRUE,Charles,2017-06-08 20:20:33,2017-06-09 12:28:03,2017-06-09 12:44:53
b112112,doc,codeine,0.008190488,-6.07852E-05,0.983592541,TRUE,Charles,2017-06-08 20:20:33,2017-06-09 12:28:03,2017-06-09 12:44:53
b112112,doc,hydrocodone,0.008201296,-7.08883E-06,0.992270875,TRUE,Charles,2017-06-08 20:20:33,2017-06-09 12:28:03,2017-06-09 12:44:53
b112112,doc,oxycodone,0.008052745,-8.00669E-05,0.981898596,TRUE,Charles,2017-06-08 20:20:33,2017-06-09 12:28:03,2017-06-09 12:44:53
b558384,happy,morphine,0.007517951,-6.3359E-05,0.988281585,TRUE,Frank,2017-06-08 20:57:17,2017-06-09 10:03:40,2017-06-09 10:47:09
b558384,happy,hydromorphone,0.006797487,-2.97152E-05,0.99320222,TRUE,Frank,2017-06-08 20:57:17,2017-06-09 10:03:40,2017-06-09 10:47:09
b558384,happy,oxymorphone,0.00706571,-5.13749E-05,0.984329286,TRUE,Frank,2017-06-08 20:57:17,2017-06-09 10:03:40,2017-06-09 10:47:09
b558384,happy,codeine,0.007310202,2.68214E-05,0.991284689,TRUE,Frank,2017-06-08 20:57:17,2017-06-09 10:03:40,2017-06-09 10:47:09
b558384,happy,hydrocodone,0.006894606,2.94783E-05,0.996503115,TRUE,Frank,2017-06-08 20:57:17,2017-06-09 10:03:40,2017-06-09 10:47:09
b558384,happy,oxycodone,0.006194635,-1.24521E-05,0.981137312,TRUE,Frank,2017-06-08 20:57:17,2017-06-09 10:03:40,2017-06-09 10:47:09
b158022,sleepy,morphine,0.007831109,4.72127E-05,0.994201877,TRUE,Charles,2017-06-08 20:02:53,2017-06-09 10:07:37,2017-06-09 10:51:54
b158022,sleepy,hydromorphone,0.007055933,-2.60679E-05,0.982005651,TRUE,Charles,2017-06-08 20:02:53,2017-06-09 10:07:37,2017-06-09 10:51:54
b158022,sleepy,oxymorphone,0.00701585,-2.40378E-05,0.994235815,TRUE,Charles,2017-06-08 20:02:53,2017-06-09 10:07:37,2017-06-09 10:51:54
b158022,sleepy,codeine,0.007157075,-1.259E-05,0.980306225,TRUE,Charles,2017-06-08 20:02:53,2017-06-09 10:07:37,2017-06-09 10:51:54
b158022,sleepy,hydrocodone,0.006737664,-3.18794E-05,0.994003657,TRUE,Charles,2017-06-08 20:02:53,2017-06-09 10:07:37,2017-06-09 10:51:54
b158022,sleepy,oxycodone,0.007653559,2.4521E-05,0.990493295,TRUE,Charles,2017-06-08 20:02:53,2017-06-09 10:07:37,2017-06-09 10:51:54
b896381,happy,morphine,0.007287627,4.93221E-05,0.980778859,TRUE,Brad,2017-06-08 21:41:48,2017-06-09 11:26:12,2017-06-09 11:53:50
b896381,happy,hydromorphone,0.007647787,1.47903E-05,0.986560874,TRUE,Brad,2017-06-08 21:41:48,2017-06-09 11:26:12,2017-06-09 11:53:50
b896381,happy,oxymorphone,0.007127639,1.51228E-05,0.995297476,TRUE,Brad,2017-06-08 21:41:48,2017-06-09 11:26:12,2017-06-09 11:53:50
b896381,happy,codeine,0.007024656,-5.65265E-05,0.989320455,TRUE,Brad,2017-06-08 21:41:48,2017-06-09 11:26:12,2017-06-09 11:53:50
