batchName,instrumentName,compoundName,calibrationSlope,calibrationIntercept,calibrationR2,batchPassed,reviewerName,batchCollectedTimestamp,reviewStartTimestamp,reviewCompleteTimestamp
b593231,happy,morphine,0.007069799,-9.49E-06,0.99678318,TRUE,Xavier,2017-02-06 21:10,2017-02-07 09:45,2017-02-07 10:10
b593231,happy,hydromorphone,0.007084087,3.84E-05,0.985821867,TRUE,Xavier,2017-02-06 21:10,2017-02-07 09:45,2017-02-07 10:10
b593231,happy,oxymorphone,0.007420291,-3.28E-05,0.996172223,TRUE,Xavier,2017-02-06 21:10,2017-02-07 09:45,2017-02-07 10:10
b593231,happy,codeine,0.006790768,-4.49E-05,0.98150435,TRUE,Xavier,2017-02-06 21:10,2017-02-07 09:45,2017-02-07 10:10
b593231,happy,hydrocodone,0.007458148,-3.35E-05,0.989524304,TRUE,Xavier,2017-02-06 21:10,2017-02-07 09:45,2017-02-07 10:10
b593231,happy,oxycodone,0.007035611,-3.54E-05,0.994844927,TRUE,Xavier,2017-02-06 21:10,2017-02-07 09:45,2017-02-07 10:10
b391337,grumpy,morphine,0.006984532,-2.17E-05,0.98355024,TRUE,Charles,2017-02-06 20:21,2017-02-07 12:27,2017-02-07 12:49
b391337,grumpy,hydromorphone,0.006269495,3.64E-05,0.99287902,TRUE,Charles,2017-02-06 20:21,2017-02-07 12:27,2017-02-07 12:49
b391337,grumpy,oxymorphone,0.006819184,1.67E-05,0.993692302,TRUE,Charles,2017-02-06 20:21,2017-02-07 12:27,2017-02-07 12:49
b391337,grumpy,codeine,0.00699268,2.22E-06,0.989644261,TRUE,Charles,2017-02-06 20:21,2017-02-07 12:27,2017-02-07 12:49
b391337,grumpy,hydrocodone,0.006885155,-2.09E-06,0.992706382,TRUE,Charles,2017-02-06 20:21,2017-02-07 12:27,2017-02-07 12:49
b391337,grumpy,oxycodone,0.006909415,-1.90E-05,0.992244777,TRUE,Charles,2017-02-06 20:21,2017-02-07 12:27,2017-02-07 12:49
b562194,happy,morphine,0.007099857,1.82E-05,0.985981693,TRUE,Brad,2017-02-07 00:47,2017-02-07 11:05,2017-02-07 11:34
b562194,happy,hydromorphone,0.006925921,3.41E-05,0.986704925,TRUE,Brad,2017-02-07 00:47,2017-02-07 11:05,2017-02-07 11:34
b562194,happy,oxymorphone,0.006726263,-1.69E-05,0.989640257,TRUE,Brad,2017-02-07 00:47,2017-02-07 11:05,2017-02-07 11:34
b562194,happy,codeine,0.00716071,5.54E-05,0.980666577,TRUE,Brad,2017-02-07 00:47,2017-02-07 11:05,2017-02-07 11:34
b562194,happy,hydrocodone,0.006942148,-4.51E-05,0.988677466,TRUE,Brad,2017-02-07 00:47,2017-02-07 11:05,2017-02-07 11:34
b562194,happy,oxycodone,0.007730083,5.86E-06,0.994743079,TRUE,Brad,2017-02-07 00:47,2017-02-07 11:05,2017-02-07 11:34
b275539,doc,morphine,0.008013074,3.38E-05,0.994582633,TRUE,Brad,2017-02-06 20:20,2017-02-07 12:56,2017-02-07 13:30
b275539,doc,hydromorphone,0.00798598,-3.13E-05,0.993898691,TRUE,Brad,2017-02-06 20:20,2017-02-07 12:56,2017-02-07 13:30
b275539,doc,oxymorphone,0.008136176,2.36E-05,0.992693719,TRUE,Brad,2017-02-06 20:20,2017-02-07 12:56,2017-02-07 13:30
b275539,doc,codeine,0.007217113,-5.85E-05,0.985833539,TRUE,Brad,2017-02-06 20:20,2017-02-07 12:56,2017-02-07 13:30
b275539,doc,hydrocodone,0.008598608,1.87E-05,0.987177599,TRUE,Brad,2017-02-06 20:20,2017-02-07 12:56,2017-02-07 13:30
b275539,doc,oxycodone,0.007977293,5.30E-06,0.993913749,TRUE,Brad,2017-02-06 20:20,2017-02-07 12:56,2017-02-07 13:30
b865862,grumpy,morphine,0.007326459,1.82E-05,0.998306172,TRUE,Xavier,2017-02-07 01:16,2017-02-07 13:55,2017-02-07 14:20
b865862,grumpy,hydromorphone,0.006947715,-1.70E-05,0.987613343,TRUE,Xavier,2017-02-07 01:16,2017-02-07 13:55,2017-02-07 14:20
